time,x,y,z,vx,vy,vz,yaw,yaw_rate,pos_cov_xx,pos_cov_xy,pos_cov_xz,pos_cov_yy,pos_cov_yz,pos_cov_zz
1700000002.0,1.230894476226283,0.008174342305837468,-0.005145264798636182,1.5116229986067706,0.006231226709746943,-0.0013140410319278303,1.185160509807426e-05,3.9106002261706354e-05,0.019317551864448904,2.3406019435146018e-06,-1.1662015231826665e-06,0.019313978902572602,-1.306836090056316e-06,0.016665362399216184
1700000003.0,2.960173930405054,-0.22333653880570298,-0.04019787804523414,1.7551955948568028,-0.2559360105871848,-0.01802291326992736,-0.0017307787271505272,-0.002011135951033116,0.1598217170283045,-4.109379308677413e-06,0.00019888550588922452,0.15981954858721786,6.594580886804048e-05,0.04412280570655586
1700000004.0,6.387436169076187,-0.41968169383398585,0.05772450156442242,3.2769408421344712,-0.31161454888602935,0.017688648925728502,-3.763445449619627e-05,0.0015546946614490651,0.761823164066853,7.429481718741594e-05,0.0058696512691570005,0.7612877095277797,-0.005613316687350581,0.09403010316451921
1700000005.0,8.747844578134748,-0.8500903458045688,0.02273564297469209,3.2299348754235413,-0.4795536659751185,0.019043218642162345,-0.002659069914953907,-0.0018029104549555238,1.371254058102876,-0.0006355153731384596,-0.008677271346485866,1.3674864804230724,-0.00092667892719225,0.1614622198640918
1700000006.0,11.55409156377321,-0.5335383889372949,0.34377001360326737,1.9904020632328567,-0.030667442726613814,-0.00974094385710951,-0.007432613505055616,-0.0010853739940711671,1.9377520255961822,0.004491875856800139,-0.050996611543367945,1.9321480525551014,-0.0012328136829949942,0.38044254957737617
1700000007.0,11.75580966967449,0.5698124515824236,0.2882122905356701,1.966134301969295,0.5360782740982406,0.02132822957513782,-0.02961140768204822,-0.0005836192542486623,1.08062126634914,0.01360857799861138,-0.04420504929859339,1.1503501335497786,0.006206407218646954,0.4919865284858741
1700000008.0,13.116700848120958,-0.7596836236739826,0.5168921661856721,1.4363444536622643,-0.37292536252449837,0.048966479064220844,-0.012121719478437817,0.0002693606497247245,1.3432717794523221,0.01129869798988429,-0.15715402211203533,1.3692939292090347,0.05013154320426202,0.6347567579865181
1700000009.0,12.477686244881927,1.220434588318625,1.3022056662579944,-0.19528164491146582,0.9767571634046871,0.197294833319171,-0.029955050710948512,-0.0018742013554357533,1.5382277580155863,0.001512068489510698,-0.22112816344257305,1.5479640308740215,0.012988973919583617,0.7143107702505419
1700000010.0,15.035682343772821,1.8695558027861159,0.3987461496389615,1.0540872780108885,0.9968119202458514,-0.002267395397634403,-0.0071575676666348915,0.0005895810063424032,1.6181508003526344,-0.0037256970642146592,-0.0326764966455245,1.6159593487590906,0.004677775342536682,0.5581147649698045
1700000011.0,15.597636419422606,0.8100645664818424,0.6205001292590073,0.8146309305719243,-0.11283854734131227,-0.0006138516929022056,-0.05403724523776125,-0.004787865368037923,1.629342993409702,0.022832624590622,0.04496095950935752,1.6334017369810447,-0.006112148934415179,0.6513138597724063
