time,rov_id,message_index,position_x,position_y,position_z,t_sent_us,t_received_us,t_sent_sec,t_received_sec,tof_sec,azimuth_deg,elevation_deg
1700000000.010363,1,0,0.0,0.0,12.454061602454649,1699999999999179,1700000000010363,1699999999.999179,1700000000.0103629,0.011183977127075195,63.28773166363831,44.6710559638658
1700000030.0216575,1,0,0.0,0.0,13.906796645841334,1700000030000088,1700000030021658,1700000030.000088,1700000030.021658,0.02156996726989746,152.93415640878058,22.660416534397598
1700000060.021028,1,0,0.0,0.0,15.753266023461595,1700000060000165,1700000060021028,1700000060.000165,1700000060.021028,0.020863056182861328,99.58944072673606,27.787395549981294
1700000090.0215786,1,0,0.0,0.0,17.07469698683885,1700000090000548,1700000090021578,1700000090.000548,1700000090.0215778,0.021029949188232422,35.87048560210747,29.91348630750637
1700000120.0264058,1,0,0.0,0.0,18.11960234583905,1700000119999910,1700000120026406,1700000119.9999099,1700000120.0264058,0.026495933532714844,99.5522420775508,25.14661375716006
1700000150.0342367,1,0,0.0,0.0,18.126218110555815,1700000149999964,1700000150034237,1700000149.999964,1700000150.034237,0.03427290916442871,169.7454762904433,17.788689074272693
1700000180.0336976,1,0,0.0,0.0,17.621964915434063,1700000180000138,1700000180033698,1700000180.0001378,1700000180.0336978,0.03356003761291504,136.39170613293697,18.71626265960929
1700000210.0108204,1,0,0.0,0.0,15.814562687983525,1700000209999861,1700000210010820,1700000209.999861,1700000210.01082,0.01095890998840332,280.93573362025063,64.39105829970035
1700000240.0174675,1,0,0.0,0.0,13.004244854259351,1700000240000223,1700000240017468,1700000240.000223,1700000240.017468,0.017245054244995117,109.63768376207236,29.006011640775263
1700000270.0330765,1,0,0.0,0.0,11.324518632581503,1700000270000513,1700000270033076,1700000270.0005128,1700000270.0330758,0.032562971115112305,206.24822902418637,12.654884349652722
