time,x,y,z,vx,vy,vz,yaw,yaw_rate,pos_cov_xx,pos_cov_xy,pos_cov_xz,pos_cov_yy,pos_cov_yz,pos_cov_zz
1700000021.0,30.38516893421853,0.4398006558487136,-1.3485762665804293,0.152493523134809,0.1379039625698917,-0.006794423126077709,-1.6129836323570332,0.0005312772104699874,0.6344882868380189,-0.011515428057925964,-0.005217735697724235,0.6345231578993518,-0.005207463630447315,0.67295076989307
1700000022.0,32.23680024089774,0.2533209556469224,-1.5006870204918634,1.7672653937379323,-0.018787246793069867,0.006631028255707352,-1.6782213498059813,2.008391578534267e-05,1.4022343142395381,-0.005929591274633039,-0.03381836073361095,1.4594741458131055,0.009832327176707746,0.5971793585862991
1700000023.0,33.43367324299527,-0.3239393669962773,-1.4044598167181825,1.9852290178934833,-0.4769524541071795,-0.03393413824735898,-1.7456743857695622,-0.00015352421437310324,1.7884002065069529,0.022646823482914653,-0.02015567660007645,1.7590505441552247,0.05299201277075202,0.571812162532106
1700000024.0,35.60601411614615,-0.48003005434791546,-1.3328261317493044,2.629860654842051,-0.40788972840776894,0.0802112966068185,-1.578493310475313,0.0008665583559405419,1.7171735147569824,-0.02606125885478167,-0.004789449902526793,1.7216740703307702,0.012419256320492273,0.5319353660243622
1700000025.0,36.910686093905674,0.7924276339113391,-1.3287644573845787,2.385096653670291,0.49029362621697226,0.030508074562106996,-1.5322136378153999,-0.0008580970136604256,1.6331800196240702,-0.0486148592348242,-0.0060914671005321535,1.6777505147327076,0.011193481239763456,0.5314863279435456
1700000026.0,38.285293017303495,0.8585649655467648,-1.5095838400704575,2.1292012232170543,0.4746525073262142,-0.009371792323021724,-1.3999062157015925,0.00028978949930498824,1.7676612003354433,-0.2216283502879711,-0.05829435595498894,1.8363651384319095,-0.027593479001618373,0.5940511711131274
1700000027.0,40.53817815817458,0.83904935483162,-1.3694499875640458,2.3259274095944527,0.29296018887848,0.002586564672864387,-1.3577830701378488,-0.00011411287541723,1.7594717507045488,-0.07210985807010648,-0.08519210762758368,1.6329452106653992,-0.07764288005388485,0.6405425549685535
1700000028.0,40.8963446668382,-0.8051906092902237,-1.0442680940229379,1.1870724238208847,-0.9759132245980009,0.015946081550918475,-1.4138451103554468,0.0018279239467799814,1.643839254049657,0.0008857728870843367,-0.07919745387737487,1.620284987764306,-0.09167324589612841,0.6523673199626386
1700000029.0,42.20968204521217,-2.6067465202445943,-0.4838510473891423,0.9459656047082858,-1.7715702980174601,0.15053490190811822,-1.4910425124653492,-0.0011592846457034937,1.6907823147061611,-0.018284490313618645,-0.007200954954088293,1.634026577068934,-0.02107717140404363,0.6171418299795296
1700000030.0,45.30363941133588,-1.4484831503145443,-0.2290406516435124,2.1366778134384488,-0.49656499579150526,0.04037552990399085,-1.3519878208734983,0.002716117183126597,1.6368746773462277,0.011424175079302094,0.02072446289433657,1.616130343533249,-0.0200093301166954,0.6406995564733621
