time,latitude,longitude,altitude,fix_type,h_acc
1700000000.0,60.39179205135554,5.322115088428626,0.6622210964560509,3,0.30000001192092896
1700000001.0,60.391790033517374,5.322127264501402,0.1467915065586567,3,0.30000001192092896
1700000002.0,60.39178940075368,5.3221534833311805,0.11267078295350075,3,0.30000001192092896
1700000003.0,60.39179043418736,5.322160214023824,0.7548032933846116,3,0.30000001192092896
1700000004.0,60.391792265837665,5.322193873558057,-0.4349333168938756,3,0.30000001192092896
1700000005.0,60.39178411398021,5.322212848513195,0.0008388152346014977,3,0.30000001192092896
1700000006.0,60.39178344142044,5.3222364259430925,-0.6167288003489375,3,0.30000001192092896
1700000007.0,60.39177892636546,5.322264658555888,-0.38253329042345285,3,0.30000001192092896
1700000008.0,60.39177406192653,5.322271886379504,-0.5392394429072738,3,0.30000001192092896
1700000009.0,60.391764436785195,5.322308161858499,-0.7350582256913185,3,0.30000001192092896
1700000010.0,60.391764144090246,5.322325643908459,0.718813618645072,3,0.30000001192092896
1700000011.0,60.391755381069444,5.322337785143687,-0.6748164221644402,3,0.30000001192092896
1700000012.0,60.39174715617036,5.322354311642168,0.7448932444676757,3,0.30000001192092896
1700000013.0,60.391738341101956,5.3223745895654115,-0.049075772985816,3,0.30000001192092896
1700000014.0,60.391740318053785,5.32239489226206,-0.025853201746940613,3,0.30000001192092896
1700000015.0,60.39172835567985,5.322406113451823,-0.2051755227148533,3,0.30000001192092896
1700000016.0,60.39172103831578,5.322422969672603,-0.2421042276546359,3,0.30000001192092896
1700000017.0,60.391716350317935,5.322443646097906,0.0858289347961545,3,0.30000001192092896
1700000018.0,60.391709303731034,5.322450872110804,0.16020620800554752,3,0.30000001192092896
1700000019.0,60.391698550956754,5.322473366630718,0.4820927493274212,3,0.30000001192092896
1700000020.0,60.39168638600327,5.3224788789368125,0.11458868067711592,3,0.30000001192092896
1700000021.0,60.39167703356212,5.322493563552948,0.9525550128892064,3,0.30000001192092896
1700000022.0,60.39166776258955,5.322499860693329,0.611985850147903,3,0.30000001192092896
