num_valid_samples,mean_error,median_error,p95_error,max_error,final_error,ate_rms,mean_tanees_pos,mean_tanees_vel,scenario,platform,scenario_id
26500,34.05179450275653,33.84707137252214,57.905614624844496,58.29596285380538,11.773529956090211,37.63323937411667,6.023942565135638,,FGO - Scenario 1: Bearing-only,ROV,1
28101,0.3347207498402589,0.3134608646175533,0.6283218658140842,1.0691559426845314,0.3296790043438066,0.37064659235414726,3.013043778395293,,FGO - Scenario 1: Bearing-only,ASV,1
