time,x,y,z,yaw,surge,sway,yaw_rate,gyro_bias_x,gyro_bias_y,gyro_bias_z,accel_bias_x,accel_bias_y,accel_bias_z
1.700000002,54.896935313660705,2.7979023693118816,0.022799595809507495,2.0055469762846863,-0.06389125962614203,2.859289846489893,0.25000176584233963,-1.883512060669557e-08,6.498965954054359e-08,3.9553915118061375e-09,-2.676284768272402e-06,-1.5836159179229351e-06,1.3558921728514255e-05
1.700000003,55.01550039834267,3.2549807991564905,-0.7471627702690437,2.0306702808639354,0.08705990784918188,1.5810056353288946,0.24992876229373628,1.1968570976707244e-06,-8.352449581039375e-07,2.1693791433644056e-06,8.146834411341731e-05,-3.8627922235301806e-05,-0.0001907892698923522
1.700000004,55.25835491835436,5.169380917471921,-1.1416837479933193,2.1421066479569184,0.19004171586471874,2.104492205259313,0.25005568452381927,-1.3382656972251489e-05,-4.5494469746511825e-05,2.7595780334851102e-06,8.343386657730533e-05,-7.202818561797105e-05,-0.0024413593301592876
1.7000000050000001,54.487598238536584,6.395784753939885,-0.9166581393365825,2.163829128372213,-0.4963093797585299,1.3073842062417065,0.24993674781663666,-6.34095049839726e-05,-9.917042365985743e-05,5.025186945255508e-06,3.0938634287773496e-05,-0.00019646726067896968,-0.004413029631690032
1.700000006,54.13794288408249,7.388077928788183,-0.3507461029632397,2.209087201530339,-0.3916219510556173,0.6940134770877759,0.2499636598377287,-6.411047053976172e-05,-0.0001245367744682404,1.8569492252845913e-06,-0.00018046941526891154,6.817233254755584e-05,-0.006987966196067488
1.700000007,53.69511866213792,8.756629200278818,-0.28271822345179337,2.2744737024063952,-0.4249646042626558,1.1246627334913586,0.2499740893857975,-3.506373872949705e-05,-7.987367444613396e-05,-1.3967318444151622e-06,-0.0004719350071297709,0.00039290145352433264,-0.00936402127578519
1.700000008,53.195413645004784,9.483171753582889,-0.09399471478279736,2.3098303738222645,-0.4277290472050002,0.7209725992106368,0.2499252538065421,-3.376748165643545e-05,-8.823264119053657e-05,5.165216422730264e-06,-0.0005485238757011862,0.00042496713835275064,-0.01109415647149275
1.700000009,52.25168796737383,11.315384940302694,0.11217429191856673,2.3557695052984307,-0.9033430254236837,1.6431372326544924,0.24999367197289335,-1.8789206359023652e-05,-3.288299420727141e-05,6.601536710955737e-06,-0.0006800093160563335,0.0005739769351074219,-0.013384520687267979
1.7000000100000001,52.019819939014475,12.483190287105867,-0.04024952439176345,2.3614542495575486,-0.3731870522274593,1.296716355598021,0.2500288821422835,-2.4630112611412782e-05,-9.397905076071952e-05,7.617793315180632e-06,7.001805699925387e-05,-0.00012097061515656499,0.0021548354066663108
1.7000000110000002,51.11085495152445,13.172677097125629,0.1378279194923762,2.190369239055057,-0.590897273853406,0.7549563707887144,0.24991204582581875,-3.395864380011479e-05,-0.000110913416982749,1.3761542754600093e-05,-2.0792460135949484e-05,-0.00012054411460696944,-0.0011852913327375304
