time,rov_id,t_sent,t_received,x,y,z,channels,rssi,azimuth,elevation
1700000095.0,1,1700000095000000,1700000095020015,0.0,0.0,13.065742775258187,0,array('h'),85.32541009310063,22.907480083248508
1700000100.0,1,1700000100000000,1700000100019430,0.0,0.0,13.492824842128181,0,array('h'),98.78453092791017,25.81880965056005
1700000105.0,1,1700000105000000,1700000105017837,0.0,0.0,13.842134990441622,0,array('h'),106.67999941895754,22.71762732364674
1700000110.0,1,1700000110000000,1700000110016909,0.0,0.0,13.816089698691318,0,array('h'),116.47585133590033,34.867332004559444
1700000115.0,1,1700000115000000,1700000115015669,0.0,0.0,14.61251065804582,0,array('h'),136.80229153381794,35.28396680461675
1700000120.0,1,1700000120000000,1700000120013914,0.0,0.0,14.907856293978849,0,array('h'),151.89577058424578,39.872058448975054
1700000125.0,1,1700000125000000,1700000125014071,0.0,0.0,15.144550935108548,0,array('h'),169.5859221011521,43.1307762182698
1700000130.0,1,1700000130000000,1700000130014015,0.0,0.0,15.73426861996026,0,array('h'),188.67233709813786,45.681798018851424
1700000135.0,1,1700000135000000,1700000135012875,0.0,0.0,16.216487803237783,0,array('h'),207.01755258610225,46.54309739461857
1700000140.0,1,1700000140000000,1700000140013552,0.0,0.0,16.842569499413305,0,array('h'),227.646003869229,51.57766928099242
1700000145.0,1,1700000145000000,1700000145013749,0.0,0.0,17.23350719648371,0,array('h'),248.49083543167882,53.81479212358445
1700000150.0,1,1700000150000000,1700000150014083,0.0,0.0,17.347715282794322,0,array('h'),273.38040277151816,47.889522878374876
1700000155.0,1,1700000155000000,1700000155015339,0.0,0.0,17.81463121686138,0,array('h'),300.28642564507913,47.9609757264324
1700000160.0,1,1700000160000000,1700000160016519,0.0,0.0,18.258391781675364,0,array('h'),320.8452817527456,45.13822398589877
1700000165.0,1,1700000165000000,1700000165018487,0.0,0.0,18.730153428949137,0,array('h'),337.2667668894003,40.22992377517993
1700000170.0,1,1700000170000000,1700000170020714,0.0,0.0,19.29557692746425,0,array('h'),351.8790275695867,39.87756934213141
1700000175.0,1,1700000175000000,1700000175023559,0.0,0.0,19.69153824444841,0,array('h'),4.498673220095289,32.91031767261694
1700000180.0,1,1700000180000000,1700000180026298,0.0,0.0,19.994128964334294,0,array('h'),14.547633815012789,32.17512439313898
1700000185.0,1,1700000185000000,1700000185027105,0.0,0.0,19.241962542710326,0,array('h'),25.368193141754904,25.269968987219627
1700000190.0,1,1700000190000000,1700000190027902,0.0,0.0,18.820767633763207,0,array('h'),32.98219032185018,26.111505174777914
1700000195.0,1,1700000195000000,1700000195029222,0.0,0.0,18.00661712659595,0,array('h'),42.82109509703516,19.630091259243525
1700000200.0,1,1700000200000000,1700000200029612,0.0,0.0,17.322367477864027,0,array('h'),55.02146889910317,21.075955386058435
1700000205.0,1,1700000205000000,1700000205029568,0.0,0.0,16.669148546639786,0,array('h'),63.45324171621888,21.684620859713373
1700000210.0,1,1700000210000000,1700000210031070,0.0,0.0,16.29316828988551,0,array('h'),73.03112647191176,19.997717377979583
1700000215.0,1,1700000215000000,1700000215031409,0.0,0.0,15.465650323890662,0,array('h'),83.25943766181194,17.676521634874224
1700000220.0,1,1700000220000000,1700000220031290,0.0,0.0,14.624880249386246,0,array('h'),96.08366022740906,17.311723864242882
1700000225.0,1,1700000225000000,1700000225031847,0.0,0.0,14.043640042100481,0,array('h'),105.22442513388589,15.95706790965866
1700000230.0,1,1700000230000000,1700000230031469,0.0,0.0,13.262672223726732,0,array('h'),115.44424969187655,15.252096915723893
1700000235.0,1,1700000235000000,1700000235031366,0.0,0.0,12.525714870459938,0,array('h'),124.4001174158445,12.901359492181053
1700000240.0,1,1700000240000000,1700000240031346,0.0,0.0,12.053183897664546,0,array('h'),132.36491839617776,13.784275812862528
1700000245.0,1,1700000245000000,1700000245029687,0.0,0.0,11.580345683482975,0,array('h'),144.44371854497558,15.106717366180279
