time,rov_id,x,y,z,vx,vy,vz
1776261889.8149865,1,0.36667555527842804,1.661353559638235,4.926149433187968,0.0,0.0,0.0
1776261894.4655585,1,3.2391005255955796,-7.460490777697263,5.462011521752899,0.5488425556560901,-1.4100969063583473,0.10590129595201567
1776261897.9880393,1,9.22958615323961,-13.29808846989744,5.661581604471284,0.9924498023359365,-1.3148073827798497,0.042278826388575844
1776261899.3492804,1,18.503479018405542,-19.462836543459414,6.540379548740081,1.6769948706497164,-1.1223966498351325,0.16843220866090647
1776261900.3337762,1,27.05421744897195,-16.142322509084195,6.61510764918574,2.1005927478571094,-0.16934691617600794,0.02180577757695107
1776261901.1484332,1,35.17444884864262,-13.099050047336013,7.053178577262118,1.8481692202636468,0.3688328246064901,0.08498119093027241
1776261901.857545,1,40.12995055489253,-6.865263174408291,7.247042716526025,1.3326465982273565,1.089630097862542,0.039080724446666035
1776261902.4885163,1,38.90810444774071,2.533646921778127,7.989425432122916,0.6808504371759926,1.765292248779938,0.14102580960915487
1776261903.0762162,1,39.238513541498044,13.882514959814218,8.25102565417142,0.16722969420817324,2.147421635431995,0.05237302315139382
1776261903.6109297,1,31.832290668224815,16.737984603606435,8.880872215827576,-0.6008765480495222,1.5331185547326545,0.12245815929808902
1776261904.1182384,1,20.44776913105381,22.64366990934099,9.277108068569433,-1.856115608340317,1.221496208452324,0.07937969983318298
1776261904.6083188,1,11.663300662823756,21.422556025209225,9.417653782130003,-2.0066361915551125,0.3139444222655925,0.022370895885416506
1776261905.09436,1,-1.0715116515384124,18.120934221543123,10.219294225373547,-2.384202836991503,-0.5451947760465656,0.15841132946970204
1776261905.5927072,1,-12.396272302425015,9.031276668061727,10.50703525884529,-2.3046402579395426,-1.5667567175439183,0.06410572449577075
1776261906.0826492,1,-13.118528855236416,1.9630279374770403,10.86558544972175,-1.2294064277853076,-1.8467370721068497,0.06824481488153154
1776261906.5665603,1,-14.398665136234257,-15.85796879962213,11.358637758656172,-0.3837934345573102,-2.8140796063095244,0.10183662886765635
1776261907.0578117,1,-10.903466626381235,-26.775070233161596,11.757013441589779,0.48733977819783525,-2.516758974644947,0.07877490415707303
1776261907.545741,1,-3.1078644832005002,-40.86067709600048,12.081340834345445,1.345886625740093,-2.7948770347667673,0.0640928876402588
1776261908.0418222,1,9.152462471546626,-51.084517446209006,12.732052224683361,2.3720963728926074,-2.4398320781232807,0.121528192337745
1776261908.527203,1,13.069295292613093,-49.932171898004334,13.073383614382273,1.9520537744341426,-1.3344123822037373,0.06839734737482635
1776261909.023233,1,32.07278577916265,-51.52599884805176,13.506998905960437,2.8420524757727987,-0.4990571751037133,0.0857463181787382
1776261909.5084112,1,55.16525794219884,-44.34294213281448,13.814942355884552,3.266510816879027,1.1030868057630907,0.06157311803741134
1776261910.0042202,1,64.78551548853291,-33.16161051258612,13.841196289628279,2.4951591088777327,2.0760776635761395,0.008664539715511711
1776261910.496085,1,70.08168355477704,-21.170284463170873,14.627188934716957,1.7484490793815186,2.6491145608726683,0.1443914241386158
1776261910.9821136,1,70.89927796088853,-6.126479011256196,14.923003519551415,0.5200071605779151,2.9776886277309482,0.05861756915899512
1776261911.471545,1,67.81677533816334,9.937354156033742,15.190986602919626,-0.3641038471100999,3.022616024067328,0.056125340817082994
1776261911.9725058,1,62.31735958667325,19.251494444728106,15.745369759523658,-1.1347066491916986,2.5839194458022914,0.10599931366823279
1776261912.4553106,1,52.43139265733559,26.674009832656594,16.236891507371187,-1.934181183648033,1.9408027017165348,0.09663817741180324
1776261912.9479544,1,41.388346388739336,27.763901599209603,16.866362852483576,-2.189695031402117,0.6843998941915492,0.13176709085101498
1776261913.4455361,1,30.969778479049566,27.64472067605133,17.25972962454735,-2.187487411607724,0.05270849374187869,0.07304777625236561
1776261913.9215457,1,24.239167349427788,17.15378745537797,17.34305345915869,-1.5435638164392254,-1.2459386691464414,0.01941236661846959
