time,rov_id,message_index,position_x,position_y,position_z,t_sent_us,t_received_us,t_sent_sec,t_received_sec,tof_sec,azimuth_deg,elevation_deg
1700000010.010434,1,0,0.0,0.0,12.668626310879908,1700000010000052,1700000010010434,1700000010.000052,1700000010.010434,0.010381937026977539,206.0051583677863,46.59153437734018
1700000015.013906,1,0,0.0,0.0,12.464442311260724,1700000015000040,1700000015013906,1700000015.0000398,1700000015.013906,0.013866186141967773,202.05510473594285,34.50544608203469
1700000030.0216274,1,0,0.0,0.0,14.426448551157858,1700000029999438,1700000030021628,1700000029.9994378,1700000030.021628,0.022190093994140625,152.5134914296251,23.42118617281444
1700000035.0256622,1,0,0.0,0.0,14.718109902951035,1700000035000465,1700000035025662,1700000035.000465,1700000035.025662,0.02519702911376953,138.70758146380118,20.138061906333494
1700000040.029314,1,0,0.0,0.0,14.673561635110921,1700000040000334,1700000040029314,1700000040.000334,1700000040.029314,0.028980016708374023,126.6060646182367,16.76901982863006
1700000045.031097,1,0,0.0,0.0,15.320958730426163,1700000045000152,1700000045031097,1700000045.0001519,1700000045.031097,0.0309450626373291,116.63697063385737,17.731561095714806
1700000050.030127,1,0,0.0,0.0,15.229315459953394,1700000049999818,1700000050030127,1700000049.9998178,1700000050.0301268,0.030308961868286133,112.78006716927733,18.777182727144652
1700000055.0264215,1,0,0.0,0.0,15.511568288138642,1700000055000418,1700000055026422,1700000055.000418,1700000055.026422,0.02600407600402832,108.52204681578529,21.8797682655862
1700000060.020968,1,0,0.0,0.0,16.02456585330614,1700000060000196,1700000060020968,1700000060.000196,1700000060.020968,0.02077198028564453,100.62395003340141,28.660012044459485
1700000065.015726,1,0,0.0,0.0,15.830522990772929,1700000064999924,1700000065015726,1700000064.999924,1700000065.0157259,0.01580190658569336,87.21430071215069,39.375209754407805
1700000070.013239,1,0,0.0,0.0,16.127046043982936,1700000069999986,1700000070013239,1700000069.999986,1700000070.013239,0.013252973556518555,50.70891269311984,48.87627484966533
1700000075.0141168,1,0,0.0,0.0,16.516334927215976,1700000075000248,1700000075014117,1700000075.000248,1700000075.014117,0.013869047164916992,19.953579973938577,47.61092433909888
1700000080.0162425,1,0,0.0,0.0,17.15115025350788,1700000079999897,1700000080016242,1700000079.999897,1700000080.016242,0.01634502410888672,13.141660461534059,41.2146038885023
1700000085.018545,1,0,0.0,0.0,16.93633959305163,1700000084999947,1700000085018545,1700000084.9999468,1700000085.018545,0.018598079681396484,21.59610200596139,34.16349689230869
