time,rov_id,message_index,position_x,position_y,position_z,t_sent_us,t_received_us,t_sent_sec,t_received_sec,tof_sec,azimuth_deg,elevation_deg
1700000010.138737,1,0,0.0,0.0,8.447871662251385,1700000010000052,1700000010138737,1700000010.000052,1700000010.138737,0.13868498802185059,27.53540367903819,1.2127900361229016
1700000015.1335437,1,0,0.0,0.0,8.136542763363272,1700000015000040,1700000015133544,1700000015.0000398,1700000015.133544,0.13350415229797363,26.943353733625706,1.965987868886258
1700000030.1180046,1,0,0.0,0.0,9.805358936822302,1700000029999438,1700000030118004,1700000029.9994378,1700000030.1180038,0.11856603622436523,28.688514831285172,2.649212814233885
1700000035.1128416,1,0,0.0,0.0,10.012862267461095,1700000035000465,1700000035112842,1700000035.000465,1700000035.1128418,0.11237692832946777,30.703481798663013,2.902100194223583
1700000040.1076891,1,0,0.0,0.0,9.892960962282002,1700000040000334,1700000040107689,1700000040.000334,1700000040.107689,0.10735487937927246,29.84637789553001,1.9118872632196229
1700000045.1025486,1,0,0.0,0.0,10.47497645847996,1700000045000153,1700000045102548,1700000045.0001528,1700000045.102548,0.10239505767822266,27.933991637672836,3.782735094241467
1700000050.097422,1,0,0.0,0.0,10.329053595108153,1700000049999818,1700000050097422,1700000049.9998178,1700000050.097422,0.09760403633117676,30.47441476849223,4.123267259309919
1700000055.0923114,1,0,0.0,0.0,10.56921944937551,1700000055000418,1700000055092312,1700000055.000418,1700000055.0923119,0.09189391136169434,32.45644277108772,4.401326514762799
1700000060.0872202,1,0,0.0,0.0,11.05336939210727,1700000060000197,1700000060087220,1700000060.000197,1700000060.08722,0.08702301979064941,32.96962258321924,4.968947707006977
1700000065.0821514,1,0,0.0,0.0,10.844717343752931,1700000064999924,1700000065082152,1700000064.999924,1700000065.082152,0.08222794532775879,35.89051610609273,4.497877521435765
1700000070.0771096,1,0,0.0,0.0,11.141817489892745,1700000069999986,1700000070077110,1700000069.999986,1700000070.0771098,0.07712388038635254,34.13678077992815,3.726557058310935
1700000075.0721006,1,0,0.0,0.0,11.547762932738538,1700000075000248,1700000075072101,1700000075.000248,1700000075.0721009,0.0718529224395752,36.24844711583405,6.146221545358804
1700000080.0671318,1,0,0.0,0.0,12.216149604541844,1700000079999897,1700000080067132,1700000079.999897,1700000080.067132,0.06723499298095703,37.085820544552924,7.192765204391258
