time,rov_id,message_index,position_x,position_y,position_z,t_sent_us,t_received_us,t_sent_sec,t_received_sec,tof_sec,azimuth_deg,elevation_deg
1700000000.010363,1,0,0.0,0.0,14.270308012273242,1699999999999508,1700000000010363,1699999999.999508,1700000000.0103629,0.010854959487915039,63.28773166363831,44.6710559638658
1700000030.0216575,1,0,0.0,0.0,13.07940163060451,1700000030000064,1700000030021658,1700000030.000064,1700000030.021658,0.02159404754638672,152.93415640878058,22.660416534397598
1700000060.021028,1,0,0.0,0.0,14.941097989992624,1700000060000123,1700000060021028,1700000060.000123,1700000060.021028,0.020905017852783203,99.58944072673606,27.787395549981294
1700000090.0215786,1,0,0.0,0.0,16.2064975689555,1700000090000365,1700000090021578,1700000090.000365,1700000090.0215778,0.02121281623840332,35.87048560210747,29.91348630750637
1700000120.0264058,1,0,0.0,0.0,18.803011372594774,1700000119999994,1700000120026406,1700000119.999994,1700000120.0264058,0.026411771774291992,99.5522420775508,25.14661375716006
1700000150.0342367,1,0,0.0,0.0,19.258747411702384,1700000150000038,1700000150034237,1700000150.000038,1700000150.034237,0.03419899940490723,169.7454762904433,17.788689074272693
1700000180.0336976,1,0,0.0,0.0,20.15662151848192,1700000180000155,1700000180033698,1700000180.000155,1700000180.0336978,0.03354287147521973,136.39170613293697,18.71626265960929
1700000210.0108204,1,0,0.0,0.0,17.09687785133966,1700000210000000,1700000210010820,1700000210.0,1700000210.01082,0.01081991195678711,280.93573362025063,64.39105829970035
1700000240.0174675,1,0,0.0,0.0,10.814359879430093,1700000240000230,1700000240017468,1700000240.0002298,1700000240.017468,0.017238140106201172,109.63768376207236,29.006011640775263
1700000270.0330765,1,0,0.0,0.0,10.980559412790122,1700000270000416,1700000270033076,1700000270.000416,1700000270.0330758,0.03265976905822754,206.24822902418637,12.654884349652722
