num_valid_samples,mean_error,median_error,p95_error,max_error,final_error,ate_rms,mean_tanees_pos,mean_tanees_vel,scenario,platform,scenario_id
28500,1.4672923960535649,0.9806632554148003,3.2524838336601274,31.784467287350594,0.6321588457826595,2.8879461947919873,3.1588107116580786,,FGO - Scenario 3: Bearing + range + depth,ROV,3
29501,1.827085540345417,1.4839652429106183,3.6479360025744394,25.494422825480633,0.7643086679784943,2.496730934096547,3.1061219097229635,,FGO - Scenario 3: Bearing + range + depth,ASV,3
