time,rov_id,x,y,z,vx,vy,vz,pos_cov_xx,pos_cov_xy,pos_cov_xz,pos_cov_yy,pos_cov_yz,pos_cov_zz
1700000020.0001378,1,199.99374079081525,91.73665343497802,9.868864260137029,0.0,0.0,0.0,1.2103649922993711,-0.9728172714564385,-0.045345363788917216,2.4585042615046193,-0.024242478924555083,1.2796205729995094
1700000020.0001378,1,200.0297394537376,91.70715941295381,9.840248895077934,0.0,0.0,0.0,1.1602640247993496,-0.9980378135513206,-0.0479634901204479,2.441219738895514,-0.025793871039917246,1.2783616754807867
1700000020.0001378,1,200.084806885892,91.7302850019711,9.861373379427675,0.0,0.0,0.0,1.1469662955174549,-1.001519244133271,-0.048777490833030915,2.4400805631634697,-0.026442596875975975,1.277390830950207
1700000020.0001378,1,199.91147070549675,91.66045819099757,9.855452259026917,0.0,0.0,0.0,1.114306647584544,-1.0149097585568692,-0.049529573547280346,2.4319155540355784,-0.026877870538737084,1.2766503363952018
1700000020.0001378,1,199.85849212327096,91.56575116302542,9.845646289310034,0.0,0.0,0.0,1.0754717600546027,-1.0261442980376367,-0.04713251856415982,2.4302175011283618,-0.025396251989899365,1.279255349878075
1700000020.0001378,1,199.84457411202987,91.56726615929662,9.83734179644049,0.0,0.0,0.0,1.070386791434969,-1.0295080648629207,-0.047507592404178615,2.426254656722917,-0.025621781594605784,1.2788225317558164
1700000020.0001378,1,199.8513792524765,91.58171280224515,9.848850825283852,0.0,0.0,0.0,1.0674023388023721,-1.0314863345377177,-0.0478964101361689,2.424697570512576,-0.02587570616971214,1.2785032673247492
1700000020.0001378,1,199.91653098267633,91.61541942311827,9.86323675594638,0.0,0.0,0.0,1.0653377632075067,-1.0325457339078417,-0.04829102044706097,2.424151457192964,-0.026097494888409678,1.278271448035676
1700000020.0001378,1,199.92386955049193,91.61661904896123,9.883858558066118,0.0,0.0,0.0,1.0629237606583364,-1.0341822066231914,-0.04846916867682494,2.4230278759451664,-0.02618830461212476,1.2781120111382385
1700000020.0001378,1,199.89334183851733,91.61593014868774,9.885436708045782,0.0,0.0,0.0,1.0653105175278863,-1.0292796221872582,-0.047326927422360304,2.42808625364455,-0.025328059960077507,1.2781525769940911
1700000020.0001378,1,199.8179422212716,91.57504702498083,9.896059702744168,0.0,0.0,0.0,1.0554671907557405,-1.034218611613592,-0.047503040302176586,2.4255555669423274,-0.025413929000088334,1.2780820710689116
1700000020.0001378,1,199.86864592956104,91.61278215470813,9.901690648125593,0.0,0.0,0.0,1.0531086411206505,-1.0357278379478945,-0.04757636480589548,2.4244951396830263,-0.025451020459723115,1.2780416434526316
1700000020.0001378,1,199.83977371611496,91.58310481190628,9.908284227182921,0.0,0.0,0.0,1.051390486860251,-1.0367472302902825,-0.04761404673506109,2.4238705105031397,-0.025461070675110265,1.2780222695496504
1700000020.0001378,1,199.85464505373423,91.59815895090674,9.903791323221874,0.0,0.0,0.0,1.050451041430315,-1.0374124547326928,-0.047644410141099706,2.423391095624302,-0.025473369317010268,1.2780111373309329
1700000020.0001378,1,199.91032688637375,91.62953566258749,9.900699638410464,0.0,0.0,0.0,1.0554877419310533,-1.0335695265503504,-0.046915724145541814,2.4264893720787737,-0.025135360325822937,1.2780652460470607
1700000020.0001378,1,199.92949094464507,91.64406119570774,9.900806134598081,0.0,0.0,0.0,1.0526186510871554,-1.035603974827341,-0.04697615927159788,2.425041941513241,-0.025176223736282522,1.2780630915586673
1700000020.0001378,1,199.96104354043203,91.67045157986496,9.90139327734456,0.0,0.0,0.0,1.0517494090637989,-1.0362084425811957,-0.04699283635556651,2.4246154700781166,-0.025187811721393918,1.2780627702162812
1700000020.0001378,1,199.95128430367933,91.66474345163881,9.901701251579139,0.0,0.0,0.0,1.0499849857886112,-1.037324934458676,-0.047014113709497894,2.4239047946002916,-0.025202370517426336,1.2780620071097308
1700000020.0001378,1,199.9621982460292,91.67021294003497,9.900413053352434,0.0,0.0,0.0,1.0498961724317697,-1.0373691597683958,-0.04700740908372323,2.423881780408404,-0.02519968270375873,1.278060531801436
1700000020.0001378,1,199.88408021190972,91.63971433389663,9.900168927740062,0.0,0.0,0.0,1.0587698221209754,-1.0335631300098358,-0.04716470412781041,2.4251916511784546,-0.025250169870147617,1.278026315042131
1700000040.000136,1,200.11541480481134,81.51875032088701,9.601135392092715,-0.0022678829734308873,-0.23551899800322815,-0.013109868027422528,3.046902771729594,-2.8250541829323326,-0.06132063958832254,5.244181148515638,-0.04307702805359638,1.6341497724004679
1700000040.000136,1,200.4273785316144,81.77020175106972,9.520419101233749,0.004874371109305281,-0.22976098212825105,-0.01666785697699054,2.8893149288078948,-2.902479441982745,-0.06589101979647488,5.177537812645473,-0.04721322651597681,1.6310026958022212
1700000040.000136,1,200.4461567476668,81.78547945583642,9.571648413927017,0.0053516646056437035,-0.229372073566342,-0.01438078976776887,2.8003863509398457,-2.894502330291865,-0.06888344756296483,5.173987144406849,-0.04797753702345374,1.6284114579308413
1700000040.000136,1,200.45714877302564,81.66873363808045,9.602433721303438,0.005226842598717275,-0.23221752224041187,-0.013012048380742625,2.7972638125194735,-2.900488313564827,-0.07047102592875458,5.148055980586412,-0.04771828619210534,1.626536208979931
1700000040.000136,1,199.65137682618968,81.90897558656272,9.52682575499413,-0.0137301610967877,-0.2268768740851333,-0.01638778159129827,2.1188488884054992,-2.676761447448473,-0.06888662817828599,5.27168084713129,-0.03890320289911236,1.6145260340806273
1700000040.000136,1,199.68529051777082,81.86212268022517,9.562905373836463,-0.013105251448777087,-0.2280212568051727,-0.014736100130557674,2.102033267976204,-2.6752246587017363,-0.06942887087554803,5.248539801251476,-0.0390956224213297,1.6132744643643362
1700000040.000136,1,199.68281532959637,81.8446319802925,9.504618528990601,-0.0131817266054653,-0.22845048648110236,-0.017447158106651185,2.0978654322524193,-2.6774840488671168,-0.0697446035549283,5.241464501830147,-0.039159431663036585,1.6123706773011715
1700000040.000136,1,199.68066183890738,81.79053185642462,9.519329699538796,-0.013895365149530846,-0.23005140485186282,-0.016772827902307785,2.0978115306868976,-2.6776712285828905,-0.06988912074587772,5.23985396747831,-0.039183581122978046,1.6117402932451488
1700000040.000136,1,199.60913354652763,81.73157693607149,9.530409380897838,-0.016254555775889492,-0.2317919661068665,-0.01626328322226505,2.096072595708041,-2.6801037608529095,-0.07026951601530831,5.224176907615847,-0.039409512244461,1.611311208838994
1700000040.000136,1,199.56373849540432,81.79507686008466,9.51961221286521,-0.01607598867037493,-0.2298192617703194,-0.016772556198157876,2.1014243193124558,-2.66531271053219,-0.07087996582312035,5.220155776175283,-0.04062007618673367,1.610487044736135
1700000040.000136,1,199.49069268724466,81.72666764693412,9.509175417410331,-0.01663292170431006,-0.23084534102254364,-0.017261839697664767,2.093435558208497,-2.6715681130361584,-0.07104896518353869,5.214771838820285,-0.04075079582873341,1.6103026087000474
1700000040.000136,1,199.44499418291463,81.7663911587701,9.521977922727078,-0.016058089302811947,-0.22913253747266854,-0.01655848313217723,2.092706028238594,-2.6719554409161863,-0.07107551178508992,5.213984667286322,-0.04079251905245776,1.610199536339511
1700000040.000136,1,199.5231718618723,81.78900907981112,9.530715333423808,-0.014914343721141898,-0.22892469801995835,-0.01611478907284181,2.085733708690996,-2.6733779916837284,-0.0712241511485845,5.21362331787712,-0.04084793252343737,1.6101381445921006
1700000040.000136,1,199.56348221039818,81.80527676100326,9.531517629502932,-0.01458548351300874,-0.22884253124274007,-0.016072020211297586,2.084736395331421,-2.673727848372983,-0.0712164690906737,5.213496587716041,-0.04085260625960547,1.6101198393933405
1700000040.000136,1,199.54920484278009,81.66129706349223,9.525569431278866,-0.014584586222748669,-0.2314548097986625,-0.01631289209733173,2.090107949086955,-2.6735136795061445,-0.07161806220855188,5.22114043959322,-0.041218364083228085,1.610416237100679
1700000040.000136,1,199.57453978111536,81.69320492806874,9.525817820987026,-0.014459651802058751,-0.2310352342491162,-0.016341351792948943,2.0882737296870153,-2.675836475859062,-0.07166982364036294,5.218119054686839,-0.041277565376961985,1.6104132782326124
1700000040.000136,1,199.5894344289087,81.7266059937935,9.524883289941213,-0.014501918971011125,-0.23053513665830386,-0.016371718858140958,2.088139633880088,-2.6760685052991926,-0.07166910569986241,5.217638683774148,-0.041269136603962094,1.6104123392959424
1700000040.000136,1,199.60049050113204,81.73258049826966,9.528415152589591,-0.014365396245604626,-0.2304719597082591,-0.016311467160536795,2.0878225641339627,-2.6765185776924123,-0.07167120636459273,5.216949045916436,-0.04126451664837551,1.610408388262325
1700000040.000136,1,199.60423964190008,81.73573701110277,9.52873937137968,-0.014318092996934421,-0.23042602290405628,-0.01630383883342891,2.0876969905851586,-2.6766350243869392,-0.07167608833703276,5.216830394694878,-0.0412601284252505,1.6103994298218312
1700000040.000136,1,199.60726834263016,81.73544128510585,9.525524323901381,-0.014031942535572531,-0.23035045297010381,-0.01646091570321347,2.0955704876531556,-2.6664484832569237,-0.07104221251476205,5.229874321236457,-0.04064885361041992,1.6103653603783386
1700000060.000009,1,200.00038322699754,72.14306405184011,9.70147798358857,0.0046767024202985456,-0.4216372520781141,0.0014242073334348668,2.4208431794566203,-2.2783654299455667,-0.07845051746122701,4.119532352873449,-0.052765585495145734,1.480009152808907
1700000060.000009,1,200.01617817969213,71.92179410218168,9.7783806114472,0.004462025437322671,-0.43077753564057764,0.004273614165195051,2.362555161554588,-2.292726249657423,-0.08017018337401705,3.9825573087172477,-0.051584622279418034,1.4741380310196295
1700000060.000009,1,199.936948342557,71.97153257055179,9.783498440384038,0.0010682107904885843,-0.42924532413428484,0.004456364853584669,2.3594710973682775,-2.292009689687612,-0.08097181361976613,3.9817444241790962,-0.05119221057951066,1.4694292543719225
