t_sim_sec,t_ros_sec,t_ros_ns,rov_id,x_n,y_e,z_d,vx_n,vy_e,vz_d
62.83,1700000062.83,1700000062829999872,1,200.0,68.74090666955318,11.125909333044682,0.0,-0.49751859510499463,0.049751859510499465
62.84,1700000062.84,1700000062840000000,1,200.0,68.73593148360214,11.126406851639786,0.0,-0.49751859510499463,0.049751859510499465
62.85,1700000062.85,1700000062849999872,1,200.0,68.73095629765109,11.126904370234891,0.0,-0.49751859510499463,0.049751859510499465
62.86,1700000062.86,1700000062860000000,1,200.0,68.72598111170004,11.127401888829997,0.0,-0.49751859510499463,0.049751859510499465
62.870000000000005,1700000062.87,1700000062869999872,1,200.0,68.72100592574898,11.127899407425101,0.0,-0.49751859510499463,0.049751859510499465
62.88,1700000062.88,1700000062880000000,1,200.0,68.71603073979793,11.128396926020207,0.0,-0.49751859510499463,0.049751859510499465
62.89,1700000062.89,1700000062890000128,1,200.0,68.71105555384689,11.128894444615312,0.0,-0.49751859510499463,0.049751859510499465
62.9,1700000062.9,1700000062900000000,1,200.0,68.70608036789584,11.129391963210416,0.0,-0.49751859510499463,0.049751859510499465
62.910000000000004,1700000062.91,1700000062910000128,1,200.0,68.70110518194478,11.129889481805522,0.0,-0.49751859510499463,0.049751859510499465
62.92,1700000062.92,1700000062920000000,1,200.0,68.69612999599374,11.130387000400626,0.0,-0.49751859510499463,0.049751859510499465
62.93,1700000062.93,1700000062930000128,1,200.0,68.69115481004269,11.130884518995732,0.0,-0.49751859510499463,0.049751859510499465
62.940000000000005,1700000062.94,1700000062940000000,1,200.0,68.68617962409164,11.131382037590836,0.0,-0.49751859510499463,0.049751859510499465
62.95,1700000062.95,1700000062950000128,1,200.0,68.68120443814058,11.131879556185941,0.0,-0.49751859510499463,0.049751859510499465
62.96,1700000062.96,1700000062960000000,1,200.0,68.67622925218953,11.132377074781047,0.0,-0.49751859510499463,0.049751859510499465
62.97,1700000062.97,1700000062970000128,1,200.0,68.67125406623849,11.132874593376151,0.0,-0.49751859510499463,0.049751859510499465
62.980000000000004,1700000062.98,1700000062980000000,1,200.0,68.66627888028744,11.133372111971257,0.0,-0.49751859510499463,0.049751859510499465
62.99,1700000062.99,1700000062990000128,1,200.0,68.66130369433638,11.133869630566362,0.0,-0.49751859510499463,0.049751859510499465
63.0,1700000063.0,1700000063000000000,1,200.0,68.65632850838534,11.134367149161466,0.0,-0.49751859510499463,0.049751859510499465
63.01,1700000063.01,1700000063009999872,1,200.0,68.65135332243429,11.13486466775657,0.0,-0.49751859510499463,0.049751859510499465
63.02,1700000063.02,1700000063020000000,1,200.0,68.64637813648324,11.135362186351676,0.0,-0.49751859510499463,0.049751859510499465
63.03,1700000063.03,1700000063029999872,1,200.0,68.64140295053218,11.135859704946782,0.0,-0.49751859510499463,0.049751859510499465
63.04,1700000063.04,1700000063040000000,1,200.0,68.63642776458114,11.136357223541886,0.0,-0.49751859510499463,0.049751859510499465
63.050000000000004,1700000063.05,1700000063049999872,1,200.0,68.63145257863009,11.136854742136991,0.0,-0.49751859510499463,0.049751859510499465
63.06,1700000063.06,1700000063060000000,1,200.0,68.62647739267904,11.137352260732097,0.0,-0.49751859510499463,0.049751859510499465
63.07,1700000063.07,1700000063069999872,1,200.0,68.621502206728,11.137849779327201,0.0,-0.49751859510499463,0.049751859510499465
63.08,1700000063.08,1700000063080000000,1,200.0,68.61652702077694,11.138347297922305,0.0,-0.49751859510499463,0.049751859510499465
63.09,1700000063.09,1700000063089999872,1,200.0,68.61155183482589,11.13884481651741,0.0,-0.49751859510499463,0.049751859510499465
63.1,1700000063.1,1700000063100000000,1,200.0,68.60657664887484,11.139342335112516,0.0,-0.49751859510499463,0.049751859510499465
63.11,1700000063.11,1700000063109999872,1,200.0,68.60160146292378,11.13983985370762,0.0,-0.49751859510499463,0.049751859510499465
63.120000000000005,1700000063.12,1700000063120000000,1,200.0,68.59662627697273,11.140337372302726,0.0,-0.49751859510499463,0.049751859510499465
63.13,1700000063.13,1700000063130000128,1,200.0,68.59165109102169,11.140834890897832,0.0,-0.49751859510499463,0.049751859510499465
63.14,1700000063.14,1700000063140000000,1,200.0,68.58667590507063,11.141332409492936,0.0,-0.49751859510499463,0.049751859510499465
63.15,1700000063.15,1700000063150000128,1,200.0,68.5817007191196,11.141829928088042,0.0,-0.49751859510499463,0.049751859510499465
63.160000000000004,1700000063.16,1700000063160000000,1,200.0,68.57672553316854,11.142327446683147,0.0,-0.49751859510499463,0.049751859510499465
63.17,1700000063.17,1700000063170000128,1,200.0,68.57175034721749,11.142824965278251,0.0,-0.49751859510499463,0.049751859510499465
63.18,1700000063.18,1700000063180000000,1,200.0,68.56677516126643,11.143322483873355,0.0,-0.49751859510499463,0.049751859510499465
63.190000000000005,1700000063.19,1700000063190000128,1,200.0,68.56179997531538,11.14382000246846,0.0,-0.49751859510499463,0.049751859510499465
63.2,1700000063.2,1700000063200000000,1,200.0,68.55682478936434,11.144317521063567,0.0,-0.49751859510499463,0.049751859510499465
63.21,1700000063.21,1700000063210000128,1,200.0,68.55184960341329,11.14481503965867,0.0,-0.49751859510499463,0.049751859510499465
63.22,1700000063.22,1700000063220000000,1,200.0,68.54687441746225,11.145312558253776,0.0,-0.49751859510499463,0.049751859510499465
63.230000000000004,1700000063.23,1700000063230000128,1,200.0,68.5418992315112,11.145810076848882,0.0,-0.49751859510499463,0.049751859510499465
63.24,1700000063.24,1700000063240000000,1,200.0,68.53692404556014,11.146307595443986,0.0,-0.49751859510499463,0.049751859510499465
63.25,1700000063.25,1700000063249999872,1,200.0,68.53194885960909,11.146805114039092,0.0,-0.49751859510499463,0.049751859510499465
63.26,1700000063.26,1700000063260000000,1,200.0,68.52697367365803,11.147302632634196,0.0,-0.49751859510499463,0.049751859510499465
63.27,1700000063.27,1700000063269999872,1,200.0,68.52199848770698,11.147800151229301,0.0,-0.49751859510499463,0.049751859510499465
63.28,1700000063.28,1700000063280000000,1,200.0,68.51702330175594,11.148297669824405,0.0,-0.49751859510499463,0.049751859510499465
63.29,1700000063.29,1700000063289999872,1,200.0,68.51204811580489,11.148795188419511,0.0,-0.49751859510499463,0.049751859510499465
63.300000000000004,1700000063.3,1700000063300000000,1,200.0,68.50707292985383,11.149292707014617,0.0,-0.49751859510499463,0.049751859510499465
63.31,1700000063.31,1700000063309999872,1,200.0,68.5020977439028,11.14979022560972,0.0,-0.49751859510499463,0.049751859510499465
63.32,1700000063.32,1700000063320000000,1,200.0,68.49712255795174,11.150287744204826,0.0,-0.49751859510499463,0.049751859510499465
63.33,1700000063.33,1700000063329999872,1,200.0,68.49214737200069,11.150785262799932,0.0,-0.49751859510499463,0.049751859510499465
63.34,1700000063.34,1700000063340000000,1,200.0,68.48717218604963,11.151282781395036,0.0,-0.49751859510499463,0.049751859510499465
63.35,1700000063.35,1700000063349999872,1,200.0,68.4821970000986,11.151780299990142,0.0,-0.49751859510499463,0.049751859510499465
63.36,1700000063.36,1700000063360000000,1,200.0,68.47722181414754,11.152277818585246,0.0,-0.49751859510499463,0.049751859510499465
63.370000000000005,1700000063.37,1700000063369999872,1,200.0,68.47224662819649,11.152775337180351,0.0,-0.49751859510499463,0.049751859510499465
63.38,1700000063.38,1700000063380000000,1,200.0,68.46727144224545,11.153272855775455,0.0,-0.49751859510499463,0.049751859510499465
63.39,1700000063.39,1700000063390000128,1,200.0,68.4622962562944,11.153770374370561,0.0,-0.49751859510499463,0.049751859510499465
63.4,1700000063.4,1700000063400000000,1,200.0,68.45732107034334,11.154267892965667,0.0,-0.49751859510499463,0.049751859510499465
63.410000000000004,1700000063.41,1700000063410000128,1,200.0,68.45234588439229,11.15476541156077,0.0,-0.49751859510499463,0.049751859510499465
63.42,1700000063.42,1700000063420000000,1,200.0,68.44737069844123,11.155262930155876,0.0,-0.49751859510499463,0.049751859510499465
63.43,1700000063.43,1700000063430000128,1,200.0,68.4423955124902,11.155760448750982,0.0,-0.49751859510499463,0.049751859510499465
63.440000000000005,1700000063.44,1700000063440000000,1,200.0,68.43742032653914,11.156257967346086,0.0,-0.49751859510499463,0.049751859510499465
63.45,1700000063.45,1700000063450000128,1,200.0,68.43244514058809,11.156755485941192,0.0,-0.49751859510499463,0.049751859510499465
63.46,1700000063.46,1700000063460000000,1,200.0,68.42746995463705,11.157253004536296,0.0,-0.49751859510499463,0.049751859510499465
63.47,1700000063.47,1700000063470000128,1,200.0,68.422494768686,11.157750523131401,0.0,-0.49751859510499463,0.049751859510499465
63.480000000000004,1700000063.48,1700000063480000000,1,200.0,68.41751958273494,11.158248041726505,0.0,-0.49751859510499463,0.049751859510499465
63.49,1700000063.49,1700000063490000128,1,200.0,68.41254439678389,11.158745560321611,0.0,-0.49751859510499463,0.049751859510499465
63.5,1700000063.5,1700000063500000000,1,200.0,68.40756921083283,11.159243078916717,0.0,-0.49751859510499463,0.049751859510499465
63.51,1700000063.51,1700000063509999872,1,200.0,68.4025940248818,11.15974059751182,0.0,-0.49751859510499463,0.049751859510499465
63.52,1700000063.52,1700000063520000000,1,200.0,68.39761883893074,11.160238116106926,0.0,-0.49751859510499463,0.049751859510499465
63.53,1700000063.53,1700000063529999872,1,200.0,68.39264365297969,11.160735634702032,0.0,-0.49751859510499463,0.049751859510499465
63.54,1700000063.54,1700000063540000000,1,200.0,68.38766846702865,11.161233153297136,0.0,-0.49751859510499463,0.049751859510499465
63.550000000000004,1700000063.55,1700000063549999872,1,200.0,68.3826932810776,11.161730671892242,0.0,-0.49751859510499463,0.049751859510499465
63.56,1700000063.56,1700000063560000000,1,200.0,68.37771809512654,11.162228190487346,0.0,-0.49751859510499463,0.049751859510499465
63.57,1700000063.57,1700000063569999872,1,200.0,68.37274290917549,11.162725709082451,0.0,-0.49751859510499463,0.049751859510499465
63.58,1700000063.58,1700000063580000000,1,200.0,68.36776772322445,11.163223227677555,0.0,-0.49751859510499463,0.049751859510499465
63.59,1700000063.59,1700000063589999872,1,200.0,68.36279253727339,11.163720746272661,0.0,-0.49751859510499463,0.049751859510499465
63.6,1700000063.6,1700000063600000000,1,200.0,68.35781735132234,11.164218264867767,0.0,-0.49751859510499463,0.049751859510499465
63.61,1700000063.61,1700000063609999872,1,200.0,68.3528421653713,11.16471578346287,0.0,-0.49751859510499463,0.049751859510499465
63.620000000000005,1700000063.62,1700000063620000000,1,200.0,68.34786697942025,11.165213302057976,0.0,-0.49751859510499463,0.049751859510499465
63.63,1700000063.63,1700000063630000128,1,200.0,68.34289179346919,11.16571082065308,0.0,-0.49751859510499463,0.049751859510499465
63.64,1700000063.64,1700000063640000000,1,200.0,68.33791660751814,11.166208339248186,0.0,-0.49751859510499463,0.049751859510499465
63.65,1700000063.65,1700000063650000128,1,200.0,68.33294142156709,11.16670585784329,0.0,-0.49751859510499463,0.049751859510499465
63.660000000000004,1700000063.66,1700000063660000000,1,200.0,68.32796623561603,11.167203376438396,0.0,-0.49751859510499463,0.049751859510499465
63.67,1700000063.67,1700000063670000128,1,200.0,68.32299104966499,11.167700895033501,0.0,-0.49751859510499463,0.049751859510499465
63.68,1700000063.68,1700000063680000000,1,200.0,68.31801586371394,11.168198413628605,0.0,-0.49751859510499463,0.049751859510499465
63.690000000000005,1700000063.69,1700000063690000128,1,200.0,68.31304067776288,11.168695932223711,0.0,-0.49751859510499463,0.049751859510499465
63.7,1700000063.7,1700000063700000000,1,200.0,68.30806549181185,11.169193450818817,0.0,-0.49751859510499463,0.049751859510499465
63.71,1700000063.71,1700000063710000128,1,200.0,68.30309030586079,11.16969096941392,0.0,-0.49751859510499463,0.049751859510499465
63.72,1700000063.72,1700000063720000000,1,200.0,68.29811511990974,11.170188488009025,0.0,-0.49751859510499463,0.049751859510499465
63.730000000000004,1700000063.73,1700000063730000128,1,200.0,68.29313993395868,11.17068600660413,0.0,-0.49751859510499463,0.049751859510499465
63.74,1700000063.74,1700000063740000000,1,200.0,68.28816474800765,11.171183525199236,0.0,-0.49751859510499463,0.049751859510499465
63.75,1700000063.75,1700000063750000128,1,200.0,68.28318956205659,11.17168104379434,0.0,-0.49751859510499463,0.049751859510499465
63.76,1700000063.76,1700000063760000000,1,200.0,68.27821437610554,11.172178562389446,0.0,-0.49751859510499463,0.049751859510499465
63.77,1700000063.77,1700000063769999872,1,200.0,68.2732391901545,11.172676080984552,0.0,-0.49751859510499463,0.049751859510499465
63.78,1700000063.78,1700000063780000000,1,200.0,68.26826400420344,11.173173599579656,0.0,-0.49751859510499463,0.049751859510499465
63.79,1700000063.79,1700000063789999872,1,200.0,68.26328881825239,11.173671118174761,0.0,-0.49751859510499463,0.049751859510499465
63.800000000000004,1700000063.8,1700000063800000000,1,200.0,68.25831363230134,11.174168636769867,0.0,-0.49751859510499463,0.049751859510499465
63.81,1700000063.81,1700000063809999872,1,200.0,68.25333844635028,11.17466615536497,0.0,-0.49751859510499463,0.049751859510499465
63.82,1700000063.82,1700000063820000000,1,200.0,68.24836326039924,11.175163673960075,0.0,-0.49751859510499463,0.049751859510499465
63.83,1700000063.83,1700000063829999872,1,200.0,68.24338807444819,11.17566119255518,0.0,-0.49751859510499463,0.049751859510499465
63.84,1700000063.84,1700000063840000000,1,200.0,68.23841288849714,11.176158711150286,0.0,-0.49751859510499463,0.049751859510499465
63.85,1700000063.85,1700000063849999872,1,200.0,68.2334377025461,11.17665622974539,0.0,-0.49751859510499463,0.049751859510499465
63.86,1700000063.86,1700000063860000000,1,200.0,68.22846251659504,11.177153748340496,0.0,-0.49751859510499463,0.049751859510499465
63.870000000000005,1700000063.87,1700000063869999872,1,200.0,68.22348733064399,11.177651266935602,0.0,-0.49751859510499463,0.049751859510499465
63.88,1700000063.88,1700000063880000000,1,200.0,68.21851214469294,11.178148785530706,0.0,-0.49751859510499463,0.049751859510499465
63.89,1700000063.89,1700000063890000128,1,200.0,68.2135369587419,11.178646304125811,0.0,-0.49751859510499463,0.049751859510499465
63.9,1700000063.9,1700000063900000000,1,200.0,68.20856177279084,11.179143822720915,0.0,-0.49751859510499463,0.049751859510499465
63.910000000000004,1700000063.91,1700000063910000128,1,200.0,68.20358658683979,11.179641341316021,0.0,-0.49751859510499463,0.049751859510499465
63.92,1700000063.92,1700000063920000000,1,200.0,68.19861140088874,11.180138859911125,0.0,-0.49751859510499463,0.049751859510499465
63.93,1700000063.93,1700000063930000128,1,200.0,68.1936362149377,11.18063637850623,0.0,-0.49751859510499463,0.049751859510499465
63.940000000000005,1700000063.94,1700000063940000000,1,200.0,68.18866102898664,11.181133897101336,0.0,-0.49751859510499463,0.049751859510499465
63.95,1700000063.95,1700000063950000128,1,200.0,68.18368584303559,11.18163141569644,0.0,-0.49751859510499463,0.049751859510499465
63.96,1700000063.96,1700000063960000000,1,200.0,68.17871065708454,11.182128934291546,0.0,-0.49751859510499463,0.049751859510499465
63.97,1700000063.97,1700000063970000128,1,200.0,68.1737354711335,11.182626452886652,0.0,-0.49751859510499463,0.049751859510499465
63.980000000000004,1700000063.98,1700000063980000000,1,200.0,68.16876028518244,11.183123971481756,0.0,-0.49751859510499463,0.049751859510499465
63.99,1700000063.99,1700000063990000128,1,200.0,68.16378509923139,11.183621490076861,0.0,-0.49751859510499463,0.049751859510499465
64.0,1700000064.0,1700000064000000000,1,200.0,68.15880991328035,11.184119008671965,0.0,-0.49751859510499463,0.049751859510499465
64.01,1700000064.01,1700000064009999872,1,200.0,68.1538347273293,11.184616527267071,0.0,-0.49751859510499463,0.049751859510499465
64.02,1700000064.02,1700000064020000000,1,200.0,68.14885954137824,11.185114045862175,0.0,-0.49751859510499463,0.049751859510499465
64.03,1700000064.03,1700000064029999872,1,200.0,68.14388435542719,11.18561156445728,0.0,-0.49751859510499463,0.049751859510499465
64.04,1700000064.04,1700000064040000000,1,200.0,68.13890916947614,11.186109083052386,0.0,-0.49751859510499463,0.049751859510499465
64.05,1700000064.05,1700000064049999872,1,200.0,68.1339339835251,11.18660660164749,0.0,-0.49751859510499463,0.049751859510499465
64.06,1700000064.06,1700000064060000000,1,200.0,68.12895879757404,11.187104120242596,0.0,-0.49751859510499463,0.049751859510499465
64.07000000000001,1700000064.07,1700000064069999872,1,200.0,68.12398361162299,11.187601638837702,0.0,-0.49751859510499463,0.049751859510499465
64.08,1700000064.08,1700000064080000000,1,200.0,68.11900842567195,11.188099157432806,0.0,-0.49751859510499463,0.049751859510499465
64.09,1700000064.09,1700000064089999872,1,200.0,68.1140332397209,11.188596676027911,0.0,-0.49751859510499463,0.049751859510499465
64.1,1700000064.1,1700000064100000000,1,200.0,68.10905805376984,11.189094194623015,0.0,-0.49751859510499463,0.049751859510499465
